ID,LINKEDIN,HRTRAINING,SICKDAYS
25863,No,No,6
25864,No,No,7
25865,No,No,10
25866,Yes,No,11
25867,Yes,Yes,14
25868,No,No,10
25869,No,No,14
25870,Yes,Yes,11
25871,Yes,No,8
25872,Yes,No,10
25873,No,No,11
25874,No,No,9
25875,Yes,Yes,8
25876,Yes,Yes,14
25877,No,No,10
25878,Yes,No,7
25879,Yes,No,8
25880,Yes,No,10
25881,Yes,Yes,14
25882,No,No,7
25883,Yes,Yes,14
25884,No,Yes,7
25885,Yes,No,7
25886,No,No,13
25887,Yes,Yes,11
25888,Yes,No,11
25889,No,No,14
25890,No,No,14
25891,No,Yes,8
25892,Yes,No,14
25893,No,No,9
25894,No,No,12
25895,Yes,No,11
25896,Yes,No,8
25897,No,No,10
25898,Yes,Yes,12
25899,Yes,No,11
25900,Yes,No,16
25901,No,No,9
25902,Yes,No,15
25903,Yes,Yes,9
25904,No,Yes,10
25905,Yes,No,6
25906,Yes,No,4
25907,Yes,Yes,9
25908,No,Yes,12
25909,Yes,No,15
25910,Yes,No,8
25911,Yes,Yes,10
25912,No,No,13
25913,Yes,No,4
25914,No,Yes,13
25915,Yes,Yes,8
25916,No,No,13
25917,Yes,No,10
25918,No,No,14
25919,No,Yes,9
25920,Yes,No,8
25921,No,No,7
25922,No,Yes,10
25923,No,No,9
25924,Yes,No,11
25925,No,Yes,13
25926,Yes,Yes,10
25927,Yes,Yes,13
25928,No,Yes,13
25929,No,No,4
25930,Yes,No,9
25931,No,No,13
25932,Yes,No,8
25933,Yes,No,13
25934,Yes,No,10
25935,Yes,No,14
25936,Yes,Yes,6
25937,Yes,No,10
25938,Yes,No,11
25939,Yes,Yes,12
25940,Yes,No,9
25941,Yes,Yes,12
25942,Yes,No,11
25943,Yes,No,9
25944,Yes,Yes,8
25945,Yes,No,12
25946,Yes,Yes,14
25947,Yes,Yes,8
25948,No,Yes,11
25949,Yes,No,7
25950,No,No,10
25951,Yes,No,5
25952,Yes,No,13
25953,Yes,No,11
25954,Yes,No,14
25955,No,No,14
25956,No,No,13
25957,Yes,No,9
25958,No,No,10
25959,Yes,No,10
25960,No,Yes,15
25961,Yes,No,7
25962,Yes,No,8
25963,No,Yes,6
25964,Yes,No,11
25965,No,Yes,12
25966,Yes,Yes,10
25967,No,No,2
25968,No,No,5
25969,Yes,No,11
25970,Yes,Yes,10
25971,Yes,No,8
25972,Yes,Yes,15
25973,Yes,Yes,14
25974,Yes,No,9
25975,No,No,3
25976,Yes,No,6
25977,Yes,Yes,5
25978,No,No,8
25979,No,No,12
25980,No,No,12
25981,No,No,12
25982,No,No,14
25983,No,No,12
25984,Yes,No,11
25985,Yes,Yes,6
25986,Yes,Yes,7
25987,Yes,Yes,11
25988,Yes,Yes,10
25989,Yes,Yes,6
25990,No,No,14
25991,No,Yes,20
25992,No,No,12
25993,No,Yes,11
25994,Yes,No,12
25995,Yes,Yes,14
25996,Yes,Yes,9
25997,Yes,No,7
25998,Yes,Yes,10
25999,Yes,No,10
26000,Yes,Yes,14
26001,No,No,10
26002,Yes,No,10
26003,No,Yes,11
26004,No,Yes,6
26005,Yes,No,13
26006,No,No,10
26007,Yes,Yes,11
26008,Yes,Yes,4
26009,Yes,No,11
26010,Yes,Yes,15
26011,No,No,11
26012,Yes,Yes,11
26013,Yes,Yes,11
26014,Yes,No,9
26015,No,No,11
26016,Yes,Yes,8
26017,No,Yes,10
26018,No,No,5
26019,Yes,No,8
26020,Yes,Yes,4
26021,Yes,Yes,11
26022,No,No,9
26023,No,Yes,10
26024,Yes,Yes,11
26025,No,No,6
26026,No,No,10
26027,Yes,Yes,16
26028,Yes,Yes,12
26029,No,No,10
26030,No,No,11
26031,No,No,12
26032,No,No,13
26033,Yes,Yes,12
26034,Yes,No,5
26035,Yes,Yes,10
26036,Yes,Yes,12
26037,Yes,No,11
26038,No,No,6
26039,No,No,8
26040,Yes,No,17
26041,Yes,Yes,10
26042,Yes,No,14
26043,No,Yes,8
26044,Yes,Yes,13
26045,No,No,8
26046,Yes,No,11
26047,No,Yes,13
26048,No,No,14
26049,No,No,12
26050,Yes,Yes,10
26051,No,No,13
26052,Yes,No,11
26053,Yes,Yes,16
26054,No,No,13
26055,No,No,10
26056,Yes,No,12
26057,Yes,Yes,15
26058,Yes,Yes,14
26059,No,Yes,10
26060,No,No,11
26061,No,Yes,7
26062,Yes,Yes,12
26063,No,Yes,12
26064,Yes,Yes,13
26065,Yes,No,9
26066,Yes,Yes,16
26067,No,Yes,10
26068,No,No,11
26069,Yes,No,10
26070,No,No,7
26071,No,Yes,8
26072,No,Yes,5
26073,Yes,Yes,11
26074,Yes,No,13
26075,No,Yes,8
26076,Yes,No,12
26077,No,No,9
26078,No,Yes,8
26079,Yes,Yes,15
26080,Yes,Yes,6
26081,No,No,7
26082,Yes,No,11
26083,No,No,17
26084,No,Yes,7
26085,Yes,No,12
26086,No,No,13
26087,No,Yes,15
26088,Yes,No,11
26089,No,No,12
26090,Yes,Yes,12
26091,No,No,13
26092,No,No,5
26093,No,Yes,10
26094,No,No,11
26095,Yes,No,9
26096,Yes,No,16
26097,Yes,Yes,6
26098,Yes,Yes,13
26099,No,No,13
26100,Yes,No,10
26101,No,No,12
26102,No,Yes,8
26103,No,No,8
26104,No,No,11
26105,No,No,3
26106,Yes,No,13
26107,No,No,13
26108,No,No,9
26109,Yes,Yes,6
26110,Yes,No,8
26111,No,Yes,7
26112,No,Yes,5
26113,No,Yes,10
26114,Yes,No,11
26115,Yes,No,13
26116,No,No,11
26117,Yes,Yes,16
26118,No,No,14
26119,No,No,9
26120,No,No,12
26121,Yes,No,8
26122,No,No,7
26123,Yes,Yes,8
26124,Yes,No,13
26125,Yes,Yes,6
26126,Yes,No,9
26127,Yes,No,10
26128,No,Yes,8
26129,Yes,Yes,11
26130,No,Yes,14
26131,No,Yes,10
26132,No,No,18
26133,Yes,Yes,5
26134,No,Yes,6
26135,No,No,7
26136,No,Yes,12
26137,No,Yes,9
26138,Yes,No,13
26139,No,No,12
26140,No,No,10
26141,Yes,No,9
26142,Yes,Yes,9
26143,No,Yes,9
26144,No,Yes,8
26145,Yes,No,8
26146,Yes,No,6
26147,Yes,Yes,13
26148,No,No,4
26149,Yes,Yes,17
26150,No,No,12
26151,No,Yes,8
26152,No,Yes,10
26153,No,No,12
26154,Yes,No,8
26155,No,No,7
26156,Yes,No,8
26157,Yes,Yes,10
26158,Yes,Yes,12
26159,Yes,Yes,7
26160,Yes,No,9
26161,No,No,6
26162,Yes,No,9
26163,Yes,No,10
26164,No,No,11
26165,Yes,No,10
26166,Yes,Yes,8
26167,Yes,No,10
26168,No,No,7
26169,Yes,Yes,12
26170,No,Yes,5
26171,No,No,9
26172,Yes,No,6
26173,No,No,5
26174,No,No,10
26175,No,No,10
26176,Yes,Yes,14
26177,No,No,14
26178,Yes,Yes,11
26179,No,No,11
26180,No,No,10
26181,No,No,12
26182,No,Yes,14
26183,No,No,10
26184,No,No,12
26185,Yes,Yes,14
26186,Yes,Yes,14
26187,No,No,15
26188,No,No,11
26189,No,No,5
26190,No,Yes,13
26191,Yes,Yes,18
26192,No,No,10
26193,No,No,5
26194,Yes,No,8
26195,No,No,5
26196,No,Yes,12
26197,No,Yes,10
26198,Yes,No,8
26199,No,No,14
26200,Yes,No,12
26201,Yes,Yes,10
26202,No,Yes,4
26203,No,No,10
26204,Yes,No,11
26205,No,No,8
26206,No,No,10
26207,No,Yes,6
26208,Yes,No,13
26209,No,No,5
26210,No,Yes,4
26211,Yes,No,11
26212,No,No,7
26213,Yes,No,8
26214,No,Yes,2
26215,Yes,No,14
26216,Yes,Yes,7
26217,Yes,No,9
26218,Yes,No,15
26219,Yes,No,10
26220,Yes,Yes,14
26221,Yes,Yes,9
26222,No,Yes,6
26223,Yes,Yes,10
26224,Yes,No,9
26225,No,Yes,13
26226,No,Yes,9
26227,Yes,No,14
26228,Yes,No,6
26229,No,Yes,12
26230,No,No,11
26231,No,Yes,6
26232,Yes,Yes,11
26233,Yes,No,12
26234,Yes,No,13
26235,Yes,No,8
26236,No,No,10
26237,Yes,No,12
26238,No,Yes,10
26239,Yes,No,9
26240,No,Yes,11
26241,No,Yes,12
26242,No,No,8
26243,No,Yes,7
26244,No,No,9
26245,No,Yes,14
26246,No,Yes,8
26247,No,Yes,9
26248,Yes,Yes,15
26249,Yes,Yes,8
26250,Yes,Yes,10
26251,No,Yes,9
26252,No,No,11
26253,Yes,Yes,7
26254,No,No,8
26255,No,Yes,12
26256,No,No,8
26257,No,Yes,12
26258,Yes,No,11
26259,Yes,Yes,11
26260,No,No,11
26261,No,Yes,11
26262,Yes,No,11
26263,Yes,Yes,5
26264,No,No,8
26265,No,Yes,12
26266,No,No,12
26267,No,Yes,8
26268,Yes,No,11
26269,No,No,15
26270,Yes,Yes,9
26271,No,Yes,15
26272,Yes,Yes,10
26273,Yes,No,11
26274,No,Yes,10
26275,Yes,Yes,6
26276,Yes,No,9
26277,No,No,8
26278,No,Yes,10
26279,No,Yes,16
26280,Yes,Yes,8
26281,Yes,No,15
26282,Yes,Yes,6
26283,Yes,No,14
26284,No,No,8
26285,No,No,14
26286,No,No,6
26287,No,No,14
26288,Yes,No,8
26289,No,Yes,14
26290,No,No,5
26291,No,No,12
26292,No,No,10
26293,No,No,15
26294,No,Yes,11
26295,Yes,Yes,16
26296,Yes,Yes,10
26297,No,No,14
26298,No,No,11
26299,Yes,Yes,6
26300,No,No,12
26301,No,Yes,9
26302,No,Yes,8
26303,Yes,Yes,13
26304,No,No,12
26305,No,Yes,10
26306,No,Yes,5
26307,Yes,Yes,16
26308,No,Yes,8
26309,Yes,No,11
26310,Yes,No,11
26311,No,No,9
26312,No,No,12
26313,No,No,5
26314,No,No,6
26315,Yes,Yes,14
26316,Yes,No,9
26317,Yes,No,10
26318,Yes,Yes,11
26319,Yes,No,11
26320,No,Yes,8
26321,No,Yes,6
26322,No,No,9
26323,No,No,4
26324,Yes,No,14
26325,No,Yes,8
26326,No,No,11
26327,Yes,No,19
26328,No,Yes,15
26329,No,No,11
26330,No,Yes,14
26331,Yes,Yes,12
26332,No,No,7
26333,Yes,Yes,12
26334,Yes,No,11
26335,No,Yes,11
26336,Yes,No,7
26337,Yes,No,9
26338,No,No,5
26339,No,Yes,13
26340,Yes,No,14
26341,Yes,No,5
26342,Yes,Yes,11
26343,No,No,14
26344,Yes,Yes,14
26345,No,Yes,7
26346,No,Yes,3
26347,No,Yes,10
26348,Yes,No,14
26349,Yes,Yes,10
26350,No,Yes,13
26351,No,No,9
26352,No,Yes,9
26353,Yes,Yes,9
26354,Yes,Yes,6
26355,Yes,Yes,13
26356,No,No,8
26357,Yes,No,4
26358,No,No,14
26359,Yes,Yes,15
26360,No,No,15
26361,No,No,9
26362,Yes,Yes,9
26363,No,Yes,8
26364,No,No,11
26365,Yes,No,12
26366,No,No,13
26367,No,No,11
26368,Yes,No,14
26369,Yes,No,20
26370,No,No,14
26371,No,No,13
26372,No,Yes,3
26373,Yes,No,19
26374,No,No,18
26375,Yes,Yes,13
26376,No,Yes,9
26377,Yes,Yes,6
26378,No,No,12
26379,No,Yes,14
26380,Yes,No,11
26381,No,Yes,10
26382,No,No,11
26383,No,Yes,9
26384,Yes,Yes,8
26385,Yes,No,10
26386,Yes,No,15
26387,Yes,No,14
26388,No,No,14
26389,No,No,4
26390,No,No,8
26391,No,No,8
26392,No,Yes,8
26393,No,No,12
26394,Yes,No,8
26395,Yes,No,8
26396,Yes,No,9
26397,No,No,8
26398,Yes,Yes,11
26399,Yes,Yes,9
26400,No,Yes,12
26401,Yes,Yes,6
26402,Yes,Yes,13
26403,Yes,No,10
26404,No,No,7
26405,No,Yes,13
26406,Yes,No,12
26407,No,No,12
26408,Yes,Yes,10
26409,No,No,7
26410,Yes,No,9
26411,Yes,No,11
26412,Yes,No,11
26413,Yes,Yes,14
26414,Yes,No,11
26415,Yes,Yes,15
26416,No,No,8
26417,Yes,No,9
26418,Yes,No,12
26419,No,Yes,9
26420,No,No,6
26421,No,No,15
26422,Yes,No,17
26423,Yes,Yes,6
26424,No,No,9
26425,No,Yes,7
26426,Yes,No,9
26427,No,No,6
26428,No,No,7
26429,No,No,8
26430,Yes,No,12
26431,Yes,Yes,13
26432,Yes,No,11
26433,No,No,13
26434,No,No,11
26435,No,Yes,9
26436,Yes,No,14
26437,No,No,6
26438,No,Yes,9
26439,Yes,Yes,15
26440,Yes,Yes,13
26441,Yes,No,10
26442,No,No,4
26443,No,No,13
26444,Yes,No,13
26445,No,No,7
26446,No,Yes,16
26447,Yes,No,12
26448,Yes,No,7
26449,Yes,No,5
26450,No,No,13
26451,Yes,Yes,8
26452,Yes,No,13
26453,Yes,No,7
26454,No,No,6
26455,Yes,Yes,15
26456,Yes,No,10
26457,Yes,No,7
26458,Yes,No,13
26459,No,Yes,9
26460,Yes,Yes,11
26461,No,Yes,8
26462,No,No,7
26463,Yes,No,14
26464,No,Yes,6
26465,Yes,No,11
26466,No,No,11
26467,No,No,12
26468,Yes,No,10
26469,No,Yes,10
26470,No,Yes,10
26471,No,No,12
26472,Yes,No,12
26473,No,Yes,6
26474,No,No,14
26475,Yes,No,5
26476,No,No,8
26477,Yes,No,6
26478,No,No,7
26479,No,No,6
26480,No,No,5
26481,No,Yes,6
26482,No,No,11
26483,No,Yes,13
26484,Yes,No,10
26485,Yes,No,11
26486,Yes,No,10
26487,Yes,No,13
26488,Yes,No,6
26489,No,No,14
26490,Yes,No,9
26491,No,No,10
26492,No,Yes,11
26493,No,Yes,8
26494,Yes,No,14
26495,Yes,No,7
26496,No,Yes,10
26497,No,Yes,9
26498,No,No,7
26499,No,No,11
26500,No,No,15
26501,No,No,10
26502,No,Yes,7
26503,Yes,No,12
26504,No,No,9
26505,Yes,No,13
26506,No,No,12
26507,Yes,No,9
26508,Yes,No,13
26509,Yes,Yes,19
26510,Yes,Yes,6
26511,Yes,No,8
26512,No,Yes,5
26513,No,No,9
26514,Yes,Yes,8
26515,Yes,No,3
26516,No,No,9
26517,Yes,Yes,13
26518,Yes,No,6
26519,No,No,6
26520,No,Yes,7
26521,Yes,Yes,14
26522,Yes,No,6
26523,Yes,No,14
26524,Yes,No,8
26525,Yes,Yes,11
26526,No,No,8
26527,Yes,Yes,10
26528,Yes,No,9
26529,No,No,9
26530,Yes,No,7
26531,Yes,No,12
26532,No,No,14
26533,No,Yes,5
26534,Yes,Yes,10
26535,No,No,11
26536,No,No,12
26537,Yes,No,11
26538,No,No,13
26539,No,No,15
26540,No,No,7
26541,No,Yes,13
26542,No,Yes,6
26543,Yes,No,9
26544,Yes,No,12
26545,Yes,Yes,8
26546,Yes,Yes,14
26547,No,Yes,14
26548,No,Yes,8
26549,Yes,Yes,10
26550,No,No,6
26551,Yes,No,10
26552,No,No,12
26553,Yes,No,9
26554,Yes,Yes,11
26555,No,No,6
26556,Yes,Yes,10
26557,Yes,Yes,9
26558,Yes,No,10
26559,No,No,6
26560,Yes,No,10
26561,No,Yes,6
26562,No,No,14
26563,No,No,13
26564,Yes,No,13
26565,No,No,10
26566,Yes,Yes,9
26567,No,No,8
26568,No,Yes,11
26569,Yes,Yes,16
26570,No,No,11
26571,No,Yes,10
26572,No,Yes,12
26573,Yes,Yes,6
26574,Yes,Yes,9
26575,No,Yes,11
26576,No,No,7
26577,Yes,Yes,16
26578,No,No,7
26579,Yes,Yes,10
26580,Yes,No,11
26581,Yes,No,13
26582,Yes,No,7
26583,Yes,No,7
26584,Yes,Yes,7
26585,Yes,Yes,13
26586,No,No,8
26587,Yes,No,13
26588,Yes,Yes,12
26589,No,Yes,12
26590,Yes,No,14
26591,Yes,No,13
26592,Yes,No,9
26593,No,Yes,7
26594,Yes,Yes,11
26595,Yes,Yes,9
26596,No,No,7
26597,Yes,No,7
26598,No,Yes,9
26599,No,No,9
26600,No,No,11
26601,Yes,Yes,7
26602,Yes,Yes,17
26603,Yes,Yes,15
26604,No,No,12
26605,Yes,No,11
26606,No,No,11
26607,Yes,No,12
26608,No,No,4
26609,No,No,11
26610,Yes,No,13
26611,Yes,Yes,15
26612,No,No,8
26613,Yes,No,8
26614,Yes,Yes,12
26615,Yes,No,16
26616,Yes,Yes,8
26617,No,No,11
26618,No,No,9
26619,No,Yes,14
26620,No,No,11
26621,No,No,11
26622,No,Yes,8
26623,No,No,7
26624,Yes,No,10
26625,No,No,9
26626,Yes,Yes,8
26627,No,Yes,9
26628,No,No,7
26629,No,No,9
26630,No,No,10
26631,Yes,Yes,14
26632,No,No,8
26633,No,No,11
26634,No,Yes,14
26635,No,No,10
26636,No,Yes,8
26637,Yes,No,9
26638,Yes,No,13
26639,Yes,Yes,4
26640,Yes,No,5
26641,No,Yes,7
26642,No,Yes,5
26643,No,No,14
26644,No,Yes,9
26645,Yes,No,10
26646,No,No,11
26647,No,Yes,6
26648,Yes,No,14
26649,Yes,No,14
26650,Yes,Yes,11
26651,Yes,No,12
26652,No,Yes,6
26653,No,No,11
26654,Yes,No,8
26655,No,No,17
26656,No,Yes,7
26657,No,No,11
26658,No,No,10
26659,Yes,Yes,13
26660,No,Yes,19
26661,No,No,8
26662,No,Yes,13
26663,No,No,13
26664,Yes,Yes,5
26665,Yes,Yes,12
26666,Yes,Yes,17
26667,No,Yes,11
26668,Yes,Yes,8
26669,No,No,12
26670,No,No,8
26671,Yes,Yes,14
26672,No,No,12
26673,Yes,No,14
26674,No,Yes,17
26675,Yes,No,6
26676,No,No,10
26677,Yes,No,10
26678,No,No,11
26679,Yes,Yes,13
26680,No,No,13
26681,No,No,8
26682,No,Yes,13
26683,Yes,No,9
26684,Yes,No,6
26685,No,No,9
26686,Yes,No,8
26687,No,Yes,8
26688,No,Yes,10
26689,Yes,No,11
26690,Yes,Yes,10
26691,Yes,No,9
26692,Yes,No,3
26693,No,No,12
26694,No,No,10
26695,No,No,13
26696,Yes,Yes,7
26697,No,No,7
26698,No,No,7
26699,No,No,13
26700,No,No,10
26701,No,Yes,11
26702,No,No,9
26703,Yes,No,17
26704,Yes,No,9
26705,No,Yes,9
26706,Yes,No,12
26707,No,No,7
26708,Yes,Yes,10
26709,No,No,11
26710,No,Yes,6
26711,Yes,No,11
26712,Yes,Yes,14
26713,Yes,Yes,17
26714,Yes,No,7
26715,Yes,No,9
26716,No,No,7
26717,No,Yes,12
26718,No,No,13
26719,No,Yes,13
26720,No,No,7
26721,No,No,11
26722,No,Yes,13
26723,No,No,6
26724,No,Yes,10
26725,No,Yes,11
26726,No,No,11
26727,No,Yes,12
26728,No,No,8
26729,Yes,Yes,7
26730,No,No,5
26731,No,No,9
26732,No,No,15
26733,Yes,No,6
26734,No,No,13
26735,Yes,No,7
26736,Yes,No,10
26737,Yes,No,7
26738,Yes,No,7
26739,No,No,6
26740,No,No,12
26741,No,Yes,10
26742,No,No,12
26743,No,No,8
26744,No,Yes,9
26745,No,No,11
26746,Yes,No,12
26747,Yes,No,13
26748,Yes,Yes,10
26749,No,No,12
26750,Yes,Yes,15
26751,No,No,7
26752,No,No,9
26753,Yes,No,8
26754,Yes,No,11
26755,No,Yes,7
26756,Yes,No,3
26757,Yes,No,2
26758,No,No,3
26759,Yes,Yes,10
26760,Yes,No,12
26761,No,Yes,10
26762,No,No,10
26763,No,Yes,12
26764,No,Yes,10
26765,No,No,10
26766,Yes,Yes,10
26767,Yes,No,9
26768,No,Yes,13
26769,No,No,13
26770,Yes,No,7
26771,Yes,No,13
26772,Yes,No,10
26773,No,Yes,15
26774,No,No,10
26775,Yes,No,13
26776,No,Yes,15
26777,No,No,12
26778,No,Yes,12
26779,Yes,Yes,10
26780,No,Yes,5
26781,Yes,No,13
26782,Yes,No,8
26783,Yes,No,11
26784,Yes,Yes,12
26785,No,Yes,12
26786,No,No,9
26787,Yes,No,3
26788,No,No,10
26789,Yes,No,10
26790,No,Yes,12
26791,Yes,No,11
26792,No,No,11
26793,Yes,No,14
26794,Yes,No,8
26795,Yes,Yes,5
26796,No,No,15
26797,No,No,14
26798,No,No,14
26799,Yes,Yes,11
26800,Yes,No,9
26801,Yes,Yes,11
26802,Yes,No,11
26803,Yes,Yes,14
26804,No,Yes,12
26805,Yes,Yes,13
26806,No,No,10
26807,Yes,No,10
26808,Yes,No,11
26809,Yes,No,7
26810,No,No,17
26811,Yes,No,15
26812,No,Yes,13
26813,No,No,11
26814,Yes,No,5
26815,Yes,No,11
26816,Yes,Yes,14
26817,Yes,No,14
26818,No,No,12
26819,Yes,No,11
26820,Yes,Yes,7
26821,No,No,9
26822,No,No,7
26823,No,Yes,9
26824,No,Yes,13
26825,Yes,No,11
26826,No,No,8
26827,No,Yes,10
26828,No,No,12
26829,Yes,Yes,9
26830,Yes,No,7
26831,No,Yes,8
26832,No,Yes,8
26833,Yes,No,6
26834,No,Yes,6
26835,No,Yes,9
26836,Yes,No,10
26837,Yes,No,7
26838,No,No,13
26839,Yes,Yes,8
26840,Yes,No,8
26841,Yes,Yes,7
26842,Yes,Yes,18
26843,No,No,13
26844,No,Yes,7
26845,Yes,Yes,9
26846,Yes,Yes,11
26847,Yes,No,13
26848,Yes,Yes,10
26849,Yes,No,12
26850,Yes,Yes,12
26851,Yes,No,6
26852,Yes,No,11
26853,Yes,Yes,11
26854,No,No,9
26855,Yes,Yes,9
26856,No,No,10
26857,No,Yes,10
26858,Yes,Yes,7
26859,No,No,8
26860,No,No,12
26861,No,No,11
26862,Yes,No,7
26863,Yes,No,9
26864,Yes,No,3
26865,Yes,No,13
26866,No,No,8
26867,No,No,12
26868,No,No,8
26869,No,Yes,8
26870,No,No,13
26871,No,Yes,8
26872,Yes,No,6
26873,Yes,Yes,11
26874,Yes,Yes,7
26875,No,Yes,8
26876,Yes,No,14
26877,Yes,No,11
26878,No,No,10
26879,No,Yes,12
26880,No,Yes,16
26881,No,Yes,7
26882,No,No,9
26883,Yes,No,13
26884,No,No,11
26885,Yes,No,7
26886,No,No,16
26887,Yes,No,12
26888,No,No,7
26889,No,No,8
26890,No,No,9
26891,Yes,No,12
26892,No,No,11
26893,Yes,No,3
26894,No,No,9
26895,No,Yes,10
26896,No,No,11
26897,Yes,No,6
26898,No,No,10
26899,No,No,16
26900,No,Yes,13
26901,Yes,Yes,10
26902,No,Yes,10
26903,No,No,7
26904,No,Yes,8
26905,No,No,6
26906,No,Yes,10
26907,No,No,12
26908,Yes,No,8
26909,No,Yes,5
26910,Yes,Yes,7
26911,No,Yes,7
26912,Yes,No,13
26913,No,No,12
26914,No,Yes,7
26915,No,Yes,6
26916,No,Yes,9
26917,Yes,Yes,6
26918,Yes,No,10
26919,No,No,13
26920,Yes,No,14
26921,No,No,7
26922,Yes,Yes,12
26923,No,No,10
26924,No,Yes,8
26925,Yes,No,10
26926,Yes,No,14
26927,No,Yes,12
26928,No,No,8
26929,Yes,Yes,5
26930,No,No,11
26931,Yes,Yes,9
26932,No,Yes,13
26933,Yes,No,15
26934,No,No,12
26935,No,No,10
26936,Yes,Yes,13
26937,No,Yes,10
26938,Yes,No,7
26939,No,No,10
26940,Yes,Yes,15
26941,Yes,No,9
26942,Yes,No,11
26943,Yes,No,15
26944,Yes,No,1
26945,Yes,No,13
26946,Yes,No,12
26947,Yes,Yes,8
26948,Yes,Yes,7
26949,Yes,No,8
26950,Yes,No,7
26951,No,No,6
26952,No,No,4
26953,Yes,No,11
26954,Yes,No,9
26955,No,No,10
26956,Yes,No,10
26957,Yes,Yes,13
26958,Yes,No,14
26959,No,No,13
26960,No,Yes,8
26961,Yes,No,7
26962,No,Yes,9
26963,No,Yes,15
26964,No,No,11
26965,No,No,10
26966,No,No,8
26967,Yes,Yes,14
26968,Yes,No,12
26969,Yes,No,15
26970,Yes,No,7
26971,Yes,No,18
26972,Yes,No,5
26973,No,No,11
26974,Yes,No,13
26975,No,Yes,12
26976,No,No,9
26977,No,Yes,12
26978,No,No,4
26979,Yes,No,16
26980,Yes,No,7
26981,Yes,Yes,9
26982,No,No,10
26983,No,No,16
26984,No,No,10
26985,Yes,Yes,10
26986,Yes,No,13
26987,Yes,No,10
26988,Yes,No,12
26989,No,Yes,11
26990,Yes,No,4
26991,Yes,No,10
26992,No,No,13
26993,Yes,No,11
26994,No,No,5
26995,No,Yes,10
26996,No,No,10
26997,Yes,No,11
26998,Yes,No,12
26999,Yes,Yes,9
27000,No,Yes,11
27001,No,No,12
27002,Yes,Yes,12
27003,No,Yes,13
27004,No,No,8
27005,No,Yes,11
27006,Yes,Yes,9
27007,Yes,No,4
27008,Yes,No,2
27009,No,Yes,14
27010,Yes,Yes,16
27011,Yes,No,7
27012,Yes,No,10
27013,No,No,9
27014,No,No,13
27015,Yes,Yes,9
27016,No,Yes,16
27017,No,No,14
27018,No,Yes,11
27019,Yes,Yes,15
27020,No,No,5
27021,No,No,9
27022,No,No,7
27023,No,No,14
27024,No,No,7
27025,No,No,9
27026,Yes,Yes,10
27027,No,No,13
27028,No,No,7
27029,Yes,No,9
27030,No,No,16
27031,Yes,No,8
27032,No,No,10
27033,Yes,No,7
27034,No,No,15
27035,Yes,No,9
27036,No,Yes,15
27037,Yes,No,11
27038,No,No,9
27039,Yes,No,13
27040,No,Yes,8
27041,Yes,Yes,9
27042,Yes,Yes,13
27043,No,No,13
27044,No,No,12
27045,Yes,No,9
27046,No,No,13
27047,No,No,9
27048,No,No,10
27049,Yes,No,5
27050,No,No,10
27051,No,No,12
27052,Yes,Yes,13
27053,Yes,Yes,8
27054,Yes,Yes,13
27055,No,No,14
27056,No,No,10
27057,Yes,No,13
27058,No,No,9
27059,Yes,No,7
27060,No,No,7
27061,Yes,Yes,13
27062,No,No,9
27063,Yes,Yes,12
27064,Yes,No,7
27065,No,Yes,3
27066,No,Yes,5
27067,No,Yes,12
27068,No,Yes,7
27069,Yes,No,9
27070,Yes,Yes,12
27071,Yes,Yes,13
27072,No,No,15
27073,Yes,No,12
27074,No,No,13
27075,Yes,No,9
27076,No,No,12
27077,Yes,No,10
27078,No,No,11
27079,Yes,Yes,11
27080,Yes,No,9
27081,Yes,No,10
27082,Yes,Yes,19
27083,Yes,No,11
27084,Yes,No,8
27085,Yes,No,7
27086,No,No,6
27087,No,No,10
27088,Yes,No,12
27089,No,No,11
27090,Yes,Yes,12
27091,No,Yes,8
27092,Yes,Yes,5
27093,Yes,No,12
27094,Yes,No,7
27095,No,No,8
27096,Yes,Yes,12
27097,No,No,13
27098,Yes,Yes,8
27099,Yes,Yes,14
27100,Yes,Yes,8
27101,No,No,7
27102,Yes,No,8
27103,Yes,No,16
27104,No,No,11
27105,No,Yes,11
27106,Yes,No,14
27107,Yes,Yes,9
27108,No,No,10
27109,No,Yes,12
27110,No,Yes,10
27111,No,No,11
27112,No,No,9
27113,Yes,Yes,9
27114,No,Yes,7
27115,Yes,No,11
27116,Yes,No,6
27117,No,No,11
27118,No,No,11
27119,No,No,11
27120,No,No,8
27121,No,No,9
27122,Yes,No,11
27123,No,No,8
27124,No,No,15
27125,Yes,No,13
27126,No,No,12
27127,No,No,9
27128,No,No,13
27129,No,Yes,10
27130,Yes,No,15
27131,Yes,Yes,13
27132,Yes,No,13
27133,Yes,No,11
27134,No,Yes,15
27135,No,No,6
27136,Yes,Yes,11
27137,No,Yes,5
27138,No,No,14
27139,Yes,No,7
27140,No,No,13
27141,Yes,No,12
27142,No,No,8
27143,No,Yes,10
27144,No,No,4
27145,No,No,16
27146,No,No,9
27147,No,No,9
27148,No,No,4
27149,Yes,No,9
27150,No,No,10
27151,Yes,Yes,12
27152,No,No,8
27153,Yes,No,5
27154,No,Yes,9
27155,No,No,8
27156,No,Yes,21
27157,No,Yes,16
27158,No,No,6
27159,Yes,No,13
27160,No,No,14
27161,No,No,10
27162,Yes,Yes,22
27163,Yes,No,11
27164,Yes,No,8
27165,No,No,11
